epoch,n_active,fee_rate_applied,fee_rate_next,fee_convergence_streak,listing_revenue_ergs,suspensions,tasks_posted,unmatched,funding_failures,funded,withdrawn,settled,failed_verification,pass_rate,settled_volume_ergs,credit_outstanding_ergs,credit_to_volume,positive_supply_ergs,feepool_balance_ergs,cost_ergs,defaults,socialized_ergs,socialization_rate,dispute_rate,overturns,qualified_epoch,qualified_capped_cum,act_agents_ok,act_settlements_ok,act_fee_ok,act_principals_ok,act_origin_ok,activated,monoculture_hhi,wash_flagged,wash_false_pos,wash_fp_residual,mean_rate_ergs,rate_cv,price_quality_corr,basket_mean_difficulty,scu_index,median_agent_pass_est,auditor_seeded,auditor_detected,auditor_recall,probes,cascade_tasks,markup_honest,markup_overstater,markup_understater,markup_adaptive,marginal_listed,invariant_violations
17,265,0.009829,0.009560,16,134.697,30,1085,0,0,1085,13,683,389,0.6371,10852.808,30777.863,2.8359,27022.362,5.543,238.450,0,0.000,0.00000,0.0177,9,470,7616,1,1,1,1,1,1,0.3398,66,66,3,19.076,0.3002,-0.1049,0.1950,0.319172,0.6109,25,20,0.8000,2120,148,1.1498,2.1977,0.6308,1.1079,0,0
18,265,0.009560,0.009924,17,131.109,35,1002,0,6,996,8,652,336,0.6599,10347.713,31082.500,3.0038,26681.099,1.444,233.800,0,0.000,0.00000,0.0182,5,426,8042,1,1,1,1,1,1,0.3433,20,20,3,18.721,0.2731,-0.0546,0.1950,0.319172,0.6153,17,14,0.8235,2120,114,1.1505,2.1497,0.6308,1.0860,0,0
19,264,0.009924,0.010027,18,129.533,36,994,0,1,993,12,634,347,0.6463,10089.363,31512.303,3.1233,26881.552,0.094,230.700,0,0.000,0.00000,0.0224,8,427,8469,1,1,1,1,1,1,0.3426,48,48,4,18.688,0.2761,-0.0312,0.1950,0.319172,0.6161,24,22,0.9167,2112,125,1.1505,2.1497,0.6308,1.1036,0,0
20,264,0.010027,0.010769,19,127.100,39,1059,0,1,1058,5,695,358,0.6600,10469.803,31714.249,3.0291,26851.743,0.000,239.850,0,0.000,0.00000,0.0218,7,367,8836,1,1,1,1,1,1,0.3385,25,25,5,18.490,0.2666,-0.0199,0.1950,0.319172,0.6262,20,19,0.9500,2112,146,1.1504,2.1316,0.6308,1.1054,0,0
21,264,0.010769,0.011081,20,124.342,44,1026,0,2,1024,11,656,357,0.6476,9896.419,32065.088,3.2401,26971.983,0.000,234.000,0,0.000,0.00000,0.0296,10,411,9247,1,1,1,1,1,1,0.3432,16,16,2,18.475,0.2733,-0.0196,0.1950,0.319172,0.6259,14,13,0.9286,2112,120,1.1498,2.1316,0.6308,1.1074,0,0
22,264,0.011081,0.011576,21,120.936,45,1024,0,8,1016,18,680,318,0.6814,10078.505,32440.446,3.2188,27115.054,0.000,237.600,0,0.000,0.00000,0.0220,7,397,9644,1,1,1,1,1,1,0.3398,25,25,7,18.350,0.2732,-0.0349,0.1950,0.319172,0.6266,23,20,0.8696,2112,126,1.1498,2.1303,0.6308,1.0689,0,0
23,264,0.011576,0.011421,22,119.035,45,1029,0,1,1028,7,684,337,0.6699,10433.868,32446.403,3.1097,27236.701,1.271,238.200,2,0.000,0.00000,0.0196,6,425,10069,1,1,1,1,1,1,0.3398,55,55,4,18.295,0.2765,-0.0331,0.1950,0.319172,0.6246,17,16,0.9412,2112,139,1.1498,2.1303,0.6308,1.0535,0,0
24,262,0.011421,0.011175,23,115.966,48,1057,0,0,1057,13,686,358,0.6571,10893.444,32811.721,3.0121,27361.979,3.611,237.700,0,0.000,0.00000,0.0230,8,393,10462,1,1,1,1,1,1,0.3451,46,46,2,18.181,0.2789,-0.0425,0.1950,0.319172,0.6127,20,20,1.0000,2096,135,1.1502,2.1414,0.6308,1.0609,0,0
25,262,0.011175,0.011767,24,113.207,52,1059,0,0,1059,4,672,383,0.6370,10401.104,33268.788,3.1986,27589.952,0.000,235.600,0,0.000,0.00000,0.0190,6,365,10827,1,1,1,1,1,1,0.3561,21,21,2,18.040,0.2835,-0.0039,0.1950,0.319172,0.6089,26,22,0.8462,2096,143,1.1503,0.0000,0.6308,1.0563,0,0
26,262,0.011767,0.011749,25,111.732,53,997,0,0,997,15,643,339,0.6548,10172.619,33698.510,3.3127,27788.550,0.000,231.250,0,0.000,0.00000,0.0214,6,393,11220,1,1,1,1,1,1,0.3499,35,35,2,18.054,0.2765,-0.0279,0.1950,0.319172,0.6133,17,13,0.7647,2096,123,1.1503,0.0000,0.6308,1.0577,0,0
